appid,name,release_date,is_free,developers,publishers,platforms,genres,tags
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,2017-12-21,false,PUBG Corporation,PUBG Corporation,win,"Battle Royale","Multiplayer;Shooter"
